1.000000e+01 0.000000e+00 -4.062071e+00 
1.000000e+01 9.090909e-01 -4.062321e+00 
1.000000e+01 1.818182e+00 -4.062571e+00 
1.000000e+01 2.727273e+00 -4.062942e+00 
1.000000e+01 3.636364e+00 -4.063695e+00 
1.000000e+01 4.545455e+00 -4.064448e+00 
1.000000e+01 5.454545e+00 -4.065440e+00 
1.000000e+01 6.363636e+00 -4.066693e+00 
1.000000e+01 7.272727e+00 -4.067946e+00 
1.000000e+01 8.181818e+00 -4.069549e+00 
1.000000e+01 9.090909e+00 -4.071291e+00 
1.000000e+01 1.000000e+01 -4.073033e+00 
1.000000e+01 1.090909e+01 -4.075232e+00 
1.000000e+01 1.181818e+01 -4.077454e+00 
1.000000e+01 1.272727e+01 -4.079761e+00 
1.000000e+01 1.363636e+01 -4.082427e+00 
1.000000e+01 1.454545e+01 -4.085093e+00 
1.000000e+01 1.545455e+01 -4.087959e+00 
1.000000e+01 1.636364e+01 -4.091089e+00 
1.000000e+01 1.727273e+01 -4.094219e+00 
1.000000e+01 1.818182e+01 -4.097612e+00 
1.000000e+01 1.909091e+01 -4.101134e+00 
1.000000e+01 2.000000e+01 -4.104656e+00 
1.000000e+01 2.090909e+01 -4.108540e+00 
1.000000e+01 2.181818e+01 -4.112461e+00 
1.000000e+01 2.272727e+01 -4.116440e+00 
1.000000e+01 2.363636e+01 -4.120751e+00 
1.000000e+01 2.454545e+01 -4.125062e+00 
1.000000e+01 2.545455e+01 -4.129500e+00 
1.000000e+01 2.636364e+01 -4.134142e+00 
1.000000e+01 2.727273e+01 -4.138783e+00 
1.000000e+01 2.818182e+01 -4.143640e+00 
1.000000e+01 2.909091e+01 -4.148626e+00 
1.000000e+01 3.000000e+01 -4.153612e+00 
1.000000e+01 3.090909e+01 -4.158823e+00 
1.000000e+01 3.181818e+01 -4.164070e+00 
1.000000e+01 3.272727e+01 -4.169348e+00 
1.000000e+01 3.363636e+01 -4.174904e+00 
1.000000e+01 3.454545e+01 -4.180460e+00 
1.000000e+01 3.545455e+01 -4.186089e+00 
1.000000e+01 3.636364e+01 -4.191862e+00 
1.000000e+01 3.727273e+01 -4.197635e+00 
1.000000e+01 3.818182e+01 -4.203536e+00 
1.000000e+01 3.909091e+01 -4.209532e+00 
1.000000e+01 4.000000e+01 -4.215527e+00 
1.000000e+01 4.090909e+01 -4.221711e+00 
1.000000e+01 4.181818e+01 -4.227938e+00 
1.000000e+01 4.272727e+01 -4.234174e+00 
1.000000e+01 4.363636e+01 -4.240565e+00 
1.000000e+01 4.454545e+01 -4.246956e+00 
1.000000e+01 4.545455e+01 -4.253400e+00 
1.000000e+01 4.636364e+01 -4.259973e+00 
1.000000e+01 4.727273e+01 -4.266546e+00 
1.000000e+01 4.818182e+01 -4.273186e+00 
1.000000e+01 4.909091e+01 -4.279887e+00 
1.000000e+01 5.000000e+01 -4.286587e+00 
1.000000e+01 5.090909e+01 -4.293385e+00 
1.000000e+01 5.181818e+01 -4.300212e+00 
1.000000e+01 5.272727e+01 -4.307040e+00 
1.000000e+01 5.363636e+01 -4.313997e+00 
1.000000e+01 5.454545e+01 -4.320954e+00 
1.000000e+01 5.545455e+01 -4.327932e+00 
1.000000e+01 5.636364e+01 -4.334975e+00 
1.000000e+01 5.727273e+01 -4.342018e+00 
1.000000e+01 5.818182e+01 -4.349103e+00 
